timestamp,actual_demand,predicted_demand,predicted_upper,renewable_generation,grid_import,bess_power,bess_soc,cost,co2_kg,price,carbon_intensity
2024-01-01 01:00:00,0.0,463.8729553222656,463.8729553222656,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.527625
2024-01-01 02:00:00,0.0,590.8163452148438,590.8163452148438,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.527625
2024-01-01 03:00:00,0.0,537.1310424804688,537.1310424804688,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.527625
2024-01-01 04:00:00,0.0,842.1492309570312,842.1492309570312,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.527625
2024-01-01 05:00:00,0.0,815.7155151367188,815.7155151367188,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.527625
2024-01-01 06:00:00,0.0,690.4393310546875,690.4393310546875,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.7035
2024-01-01 07:00:00,0.0,841.021484375,841.021484375,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.7035
2024-01-01 08:00:00,0.0,1269.898681640625,1269.898681640625,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 09:00:00,0.0,1189.649169921875,1189.649169921875,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 10:00:00,0.0,903.1531372070312,903.1531372070312,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 11:00:00,0.0,971.2838134765625,971.2838134765625,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 12:00:00,0.0,862.1608276367188,862.1608276367188,0.0,0.0,-0.0,0.0,0.0,0.0,0.8,0.7035
2024-01-01 13:00:00,0.0,1061.76611328125,1061.76611328125,0.0,0.0,-0.0,0.0,0.0,0.0,0.8,0.7035
2024-01-01 14:00:00,0.0,1077.64501953125,1077.64501953125,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 15:00:00,0.0,989.3140869140625,989.3140869140625,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 16:00:00,0.0,1121.03857421875,1121.03857421875,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 17:00:00,0.0,1172.9669189453125,1172.9669189453125,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,0.879375
2024-01-01 18:00:00,0.0,968.9467163085938,968.9467163085938,0.0,0.0,-0.0,0.0,0.0,0.0,0.8,0.7035
2024-01-01 19:00:00,0.0,1154.419677734375,1154.419677734375,0.0,0.0,-0.0,0.0,0.0,0.0,0.8,0.7035
2024-01-01 20:00:00,0.0,1244.2557373046875,1244.2557373046875,0.0,0.0,-0.0,0.0,0.0,0.0,0.8,0.7035
2024-01-01 21:00:00,0.0,1299.9285888671875,1299.9285888671875,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.7035
2024-01-01 22:00:00,0.0,1466.952880859375,1466.952880859375,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.7035
2024-01-01 23:00:00,0.0,1117.1519775390625,1117.1519775390625,0.0,0.0,-0.0,0.0,0.0,0.0,0.4,0.7035
2024-01-02 00:00:00,6354.165,1622.3182373046875,1622.3182373046875,4636.0,1718.165,-0.0,0.0,687.2660000000001,906.546808125,0.4,0.527625
2024-01-02 01:00:00,17650.458333333332,1848.50732421875,1848.50732421875,1613.0,16037.458333333332,-0.0,0.0,6414.983333333334,8461.763953124999,0.4,0.527625
2024-01-02 02:00:00,25739.820925925924,2077.37744140625,2077.37744140625,3152.0,22587.820925925924,-0.0,0.0,9035.12837037037,11917.899016041665,0.4,0.527625
2024-01-02 03:00:00,24089.988497942384,1714.637939453125,1714.637939453125,5676.0,18413.988497942384,-0.0,0.0,7365.595399176954,9715.680681226851,0.4,0.527625
2024-01-02 04:00:00,23931.17105395519,1621.1072998046875,1621.1072998046875,3586.0,20345.17105395519,-0.0,0.0,8138.068421582077,10734.620877343106,0.4,0.527625
