timestamp,actual_demand,predicted_demand,predicted_upper,renewable_generation,grid_import,bess_power,bess_soc,cost,co2_kg,price,carbon_intensity
2024-01-02 01:00:00,67975.27833333334,67975.27833333334,67975.27833333334,18747.3,0.0,49227.97833333333,0.18013009529997834,0.0,0.0,0.3,0.4221
2024-01-02 02:00:00,88237.24092592593,88237.24092592593,88237.24092592593,33621.92,42283.29925925926,12332.021666666666,0.1,12684.989777777779,17847.780617333334,0.3,0.4221
2024-01-02 03:00:00,40374.41349794238,40374.41349794238,40374.41349794238,4534.915,78246.35695094071,-42406.85845299833,0.3486821946317803,23473.90708528221,33027.78726899207,0.3,0.4221
2024-01-02 04:00:00,58078.361053955196,58078.361053955196,58078.361053955196,17734.93,2071.2413001242094,38272.189753830986,0.1,621.3723900372628,874.2709527824287,0.3,0.4221
2024-01-02 05:00:00,59944.6485975207,59944.6485975207,59944.6485975207,18893.21,41051.438597520704,0.0,0.1,12315.43157925621,17327.81223201349,0.3,0.4221
2024-01-02 06:00:00,51912.10002029388,51912.10002029388,51912.10002029388,0.0,51912.10002029388,0.0,0.1,36338.47001420571,36520.162364276744,0.7,0.7035
2024-01-02 07:00:00,25361.077793561908,25361.077793561908,25361.077793561908,0.0,72621.07561714915,-47259.99782358724,0.3771419625457276,50834.752932004405,51088.92669666443,0.7,0.7035
2024-01-02 08:00:00,33619.171617214815,33619.171617214815,33619.171617214815,0.0,77879.66696499876,-44260.495347783944,0.6366942500790285,85667.63366149864,76703.68399382728,1.1,0.9849
2024-01-02 09:00:00,58571.39162820412,58571.39162820412,58571.39162820412,14950.29,0.0,43621.10162820412,0.3532562927807561,0.0,0.0,1.1,0.9849
2024-01-02 10:00:00,36063.861266380976,36063.861266380976,36063.861266380976,9975.61,72893.32901629395,-46805.07774991297,0.6277305141537025,109339.99352444093,71792.6397481479,1.5,0.9849
2024-01-02 11:00:00,35760.682096074095,35760.682096074095,35760.682096074095,11476.056666666667,70713.73775267079,-46429.11232326336,0.9,106070.60662900619,69645.96031260546,1.5,0.9849
2024-01-02 12:00:00,37311.542000650225,37311.542000650225,37311.542000650225,12976.503333333332,24335.03866731689,-0.0,0.9,26768.54253404858,17119.699702457434,1.1,0.7035
2024-01-02 13:00:00,40304.43229680202,40304.43229680202,40304.43229680202,14476.949999999999,25827.482296802023,-0.0,0.9,28410.230526482228,18169.633795800222,1.1,0.7035
